id,kind,changci,nickname,sex,level,coin,diamond,cointime,coinup,vip,headframe,phone,,,,,,,,,,use
292,4,4,盘晨朗,2,1008,34109890,142,2,99999999,2,0,10005000392,,,,,,,,,,
293,4,4,达嘉悦,2,1008,51483384,254,2,99999999,3,0,10005000393,,,,,,,,,,
294,4,4,寿子舒,2,1008,68780455,391,2,99999999,3,0,10005000394,,,,,,,,,,
295,4,4,谭丹亦,2,1008,34045013,365,2,99999999,3,0,10005000395,,,,,,,,,,
296,4,4,那宾实,2,1008,34579829,343,2,99999999,3,0,10005000396,,,,,,,,,,
297,4,4,扬思敏,2,1008,66771329,497,2,99999999,3,0,10005000397,,,,,,,,,,
298,4,4,奈傲松,2,1008,54627803,348,2,99999999,1,0,10005000398,,,,,,,,,,
299,4,4,税鸿博,2,1008,60055393,340,2,99999999,2,0,10005000399,,,,,,,,,,
300,4,4,蹇忆远,2,1008,64558459,334,2,99999999,1,0,10005000400,,,,,,,,,,
301,4,4,松碧莹,2,1008,33680977,288,2,99999999,1,0,10005000401,,,,,,,,,,
302,4,4,左丘沛珊,2,1008,63626280,470,2,99999999,2,0,10005000402,,,,,,,,,,
303,4,4,善鹏海,2,1008,81912318,270,2,99999999,1,0,10005000403,,,,,,,,,,
304,4,4,史凡桃,2,1008,76649665,416,2,99999999,2,0,10005000404,,,,,,,,,,
305,4,4,虢雪松,2,1008,64906852,478,2,99999999,1,0,10005000405,,,,,,,,,,
306,4,4,咎慧美,2,1008,68339396,268,2,99999999,3,0,10005000406,,,,,,,,,,
307,4,4,余痴海,2,1008,39431342,368,2,99999999,1,0,10005000407,,,,,,,,,,
308,4,4,暨华采,2,1008,81007383,256,2,99999999,2,0,10005000408,,,,,,,,,,
309,4,4,轩辕彦珺,2,1008,80348506,312,2,99999999,2,0,10005000409,,,,,,,,,,
310,4,4,倪依云,2,1008,87829472,144,2,99999999,3,0,10005000410,,,,,,,,,,
311,4,4,淳于修杰,2,1008,73303237,318,2,99999999,1,0,10005000411,,,,,,,,,,
312,4,4,祖听然,2,1008,47816205,400,2,99999999,1,0,10005000412,,,,,,,,,,
313,4,4,胥谷槐,2,1008,45819797,301,2,99999999,1,0,10005000413,,,,,,,,,,
314,4,4,甫醉柳,2,1008,63930330,378,2,99999999,3,0,10005000414,,,,,,,,,,
315,4,4,接芳洲,2,1008,75893618,351,2,99999999,2,0,10005000415,,,,,,,,,,
316,4,4,势凯复,2,1008,60387044,452,2,99999999,1,0,10005000416,,,,,,,,,,
317,4,4,闭刚捷,2,1008,83289160,181,2,99999999,1,0,10005000417,,,,,,,,,,
318,4,4,娄雅香,2,1008,79153658,347,2,99999999,3,0,10005000418,,,,,,,,,,
319,4,4,弭雨晴,2,1008,49841354,232,2,99999999,3,0,10005000419,,,,,,,,,,
320,4,4,寇寄云,2,1008,35756595,409,2,99999999,2,0,10005000420,,,,,,,,,,
321,4,4,代元青,2,1008,35259368,435,2,99999999,1,0,10005000421,,,,,,,,,,
322,4,4,充兰月,2,1008,79326078,233,2,99999999,3,0,10005000422,,,,,,,,,,
323,4,4,矫黛娥,2,1008,58135718,319,2,99999999,2,0,10005000423,,,,,,,,,,
324,4,4,卜夏菡,2,1008,88074073,135,2,99999999,3,0,10005000424,,,,,,,,,,
325,4,4,贯芷荷,2,1008,79751741,249,2,99999999,1,0,10005000425,,,,,,,,,,
326,4,4,逮思博,2,1008,75668638,451,2,99999999,1,0,10005000426,,,,,,,,,,
327,4,4,繁怀寒,2,1008,78506053,200,2,99999999,2,0,10005000427,,,,,,,,,,
328,4,4,锁思彤,2,1008,87807296,139,2,99999999,2,0,10005000428,,,,,,,,,,
329,4,4,友雪风,2,1008,71892668,288,2,99999999,3,0,10005000429,,,,,,,,,,
330,4,4,姚千山,2,1008,75692539,233,2,99999999,1,0,10005000430,,,,,,,,,,
331,4,4,尚夜绿,2,1008,32577204,108,2,99999999,2,0,10005000431,,,,,,,,,,
332,4,4,机寄琴,2,1008,84701023,224,2,99999999,3,0,10005000432,,,,,,,,,,
333,4,4,溥香菱,2,1008,40075267,356,2,99999999,3,0,10005000433,,,,,,,,,,
334,4,4,留芷若,2,1008,79323724,181,2,99999999,2,0,10005000434,,,,,,,,,,
335,4,4,嬴河灵,2,1008,81869448,209,2,99999999,3,0,10005000435,,,,,,,,,,
336,4,4,脱景曜,2,1008,77706862,221,2,99999999,2,0,10005000436,,,,,,,,,,
337,4,4,衡青曼,2,1008,73010209,162,2,99999999,2,0,10005000437,,,,,,,,,,
338,4,4,考靖巧,2,1008,80851513,260,2,99999999,3,0,10005000438,,,,,,,,,,
339,4,4,琦英卫,2,1008,48368319,496,2,99999999,1,0,10005000439,,,,,,,,,,
340,4,4,宓天骄,2,1008,38298906,137,2,99999999,1,0,10005000440,,,,,,,,,,
341,4,4,所咏志,2,1008,69126926,255,2,99999999,3,0,10005000441,,,,,,,,,,
342,4,4,回平松,2,1008,62415535,182,2,99999999,2,0,10005000442,,,,,,,,,,
343,4,4,百飞珍,2,1008,44065519,337,2,99999999,3,0,10005000443,,,,,,,,,,
344,4,4,乘觅双,2,1008,61403042,151,2,99999999,2,0,10005000444,,,,,,,,,,
345,4,4,壬华池,2,1008,80544965,314,2,99999999,1,0,10005000445,,,,,,,,,,
346,4,4,谈智宸,2,1008,46235975,301,2,99999999,3,0,10005000446,,,,,,,,,,
347,4,4,邴兴平,2,1008,64184364,179,2,99999999,2,0,10005000447,,,,,,,,,,
348,4,4,塔雅珺,2,1008,47422419,260,2,99999999,2,0,10005000448,,,,,,,,,,
349,4,4,后婷婷,2,1008,66483416,144,2,99999999,3,0,10005000449,,,,,,,,,,
350,4,4,旷醉山,2,1008,84136953,273,2,99999999,3,0,10005000450,,,,,,,,,,
351,4,4,上官君昊,2,1008,57725383,309,2,99999999,2,0,10005000451,,,,,,,,,,
352,4,4,虞田田,2,1008,32915200,157,2,99999999,2,0,10005000452,,,,,,,,,,
353,4,4,伏慧语,2,1008,49189073,329,2,99999999,2,0,10005000453,,,,,,,,,,
354,4,4,敏语薇,2,1008,64808417,291,2,99999999,1,0,10005000454,,,,,,,,,,
355,4,4,璩芳洁,2,1008,88816190,444,2,99999999,2,0,10005000455,,,,,,,,,,
356,4,4,曾凝绿,2,1008,66963352,461,2,99999999,3,0,10005000456,,,,,,,,,,
357,4,4,种琴心,2,1008,34929430,142,2,99999999,3,0,10005000457,,,,,,,,,,
358,4,4,茆欣悦,2,1008,35886284,243,2,99999999,2,0,10005000458,,,,,,,,,,
359,4,4,卷阳伯,2,1008,34094647,196,2,99999999,2,0,10005000459,,,,,,,,,,
360,4,4,况竹韵,2,1008,36595379,396,2,99999999,2,0,10005000460,,,,,,,,,,
361,4,4,卢芷荷,2,1008,58393125,237,2,99999999,2,0,10005000461,,,,,,,,,,
362,4,4,始博涛,2,1008,49230587,366,2,99999999,1,0,10005000462,,,,,,,,,,
363,4,4,衷湛蓝,2,1008,35810722,249,2,99999999,3,0,10005000463,,,,,,,,,,
364,4,4,单于吉玉,2,1008,44970098,489,2,99999999,1,0,10005000464,,,,,,,,,,
365,4,4,兰晓曼,2,1008,38881187,216,2,99999999,1,0,10005000465,,,,,,,,,,
366,4,4,澹台曼容,2,1008,33053984,136,2,99999999,2,0,10005000466,,,,,,,,,,
367,4,4,律高达,2,1008,87310877,248,2,99999999,2,0,10005000467,,,,,,,,,,
368,4,4,羽柳思,2,1008,86081024,173,2,99999999,1,0,10005000468,,,,,,,,,,
369,4,4,丘蓝尹,2,1008,69309383,416,2,99999999,2,0,10005000469,,,,,,,,,,
370,4,4,鲜幼荷,2,1008,48542155,169,2,99999999,3,0,10005000470,,,,,,,,,,
371,4,4,扶暖暖,2,1008,44548496,356,2,99999999,1,0,10005000471,,,,,,,,,,
372,4,4,蒉柔静,2,1008,67406112,237,2,99999999,2,0,10005000472,,,,,,,,,,
373,4,4,梅初雪,2,1008,51441911,133,2,99999999,3,0,10005000473,,,,,,,,,,
374,4,4,潭梦华,2,1008,71744188,133,2,99999999,1,0,10005000474,,,,,,,,,,
375,4,4,夔冰岚,2,1008,40810448,452,2,99999999,3,0,10005000475,,,,,,,,,,
376,4,4,荀子墨,2,1008,78101102,262,2,99999999,2,0,10005000476,,,,,,,,,,
377,4,4,鲜于阳波,2,1008,83590083,199,2,99999999,3,0,10005000477,,,,,,,,,,
378,4,4,崇悦爱,2,1008,33705705,498,2,99999999,2,0,10005000478,,,,,,,,,,
379,4,4,紫子帆,2,1008,47832529,180,2,99999999,2,0,10005000479,,,,,,,,,,
380,4,4,盛俊晖,2,1008,40906883,362,2,99999999,3,0,10005000480,,,,,,,,,,
381,4,4,闳英毅,2,1008,60455759,194,2,99999999,3,0,10005000481,,,,,,,,,,
382,4,4,濯叶彤,2,1008,71173731,229,2,99999999,2,0,10005000482,,,,,,,,,,
383,4,4,冼凝丝,2,1008,70169467,362,2,99999999,2,0,10005000483,,,,,,,,,,
384,4,4,百里易巧,2,1008,74973996,473,2,99999999,3,0,10005000484,,,,,,,,,,
385,4,4,奉刚毅,2,1008,43495947,273,2,99999999,1,0,10005000485,,,,,,,,,,
386,4,4,犹秀越,2,1008,68984809,324,2,99999999,1,0,10005000486,,,,,,,,,,
387,4,4,厚翠琴,2,1008,45184265,401,2,99999999,1,0,10005000487,,,,,,,,,,
388,4,4,爱心愫,2,1008,38272147,183,2,99999999,3,0,10005000488,,,,,,,,,,
389,4,4,郝春妤,2,1008,54539381,469,2,99999999,2,0,10005000489,,,,,,,,,,
390,4,4,实雨柏,2,1008,56066089,224,2,99999999,1,0,10005000490,,,,,,,,,,
391,4,4,闻人炫明,2,1008,44999093,447,2,99999999,2,0,10005000491,,,,,,,,,,
392,4,4,覃长运,2,1008,56918812,386,2,99999999,2,0,10005000492,,,,,,,,,,
393,4,4,栗诗翠,2,1008,35769814,182,2,99999999,2,0,10005000493,,,,,,,,,,
394,4,4,明侠骞,2,1008,85467134,113,2,99999999,1,0,10005000494,,,,,,,,,,
395,4,4,越华皓,2,1008,66658025,239,2,99999999,3,0,10005000495,,,,,,,,,,
396,4,4,韩琬凝,2,1008,82266234,219,2,99999999,2,0,10005000496,,,,,,,,,,
397,4,4,喻其雨,2,1008,55684495,300,2,99999999,1,0,10005000497,,,,,,,,,,
398,4,4,碧怜烟,2,1008,60757127,218,2,99999999,2,0,10005000498,,,,,,,,,,
399,4,4,满雁凡,2,1008,62320246,469,2,99999999,1,0,10005000499,,,,,,,,,,
400,4,4,任漾漾,2,1008,40098245,134,2,99999999,3,0,10005000500,,,,,,,,,,
401,4,4,雪婉娜,2,1008,40957923,463,2,99999999,2,0,10005000501,,,,,,,,,,
402,4,4,蔺君昊,2,1008,82174052,406,2,99999999,2,0,10005000502,,,,,,,,,,
403,4,4,撒飞烟,2,1008,62039547,183,2,99999999,1,0,10005000503,,,,,,,,,,
404,4,4,丙曦哲,2,1008,44064727,492,2,99999999,1,0,10005000504,,,,,,,,,,
405,4,4,茅俊悟,2,1008,68814670,331,2,99999999,1,0,10005000505,,,,,,,,,,
406,4,4,镜珠雨,2,1008,41128750,237,2,99999999,2,0,10005000506,,,,,,,,,,
407,4,4,那拉玄素,2,1008,31411832,410,2,99999999,3,0,10005000507,,,,,,,,,,
408,4,4,侨宜楠,2,1008,67196999,230,2,99999999,1,0,10005000508,,,,,,,,,,
409,4,4,函雨彤,2,1008,58323400,185,2,99999999,1,0,10005000509,,,,,,,,,,
410,4,4,壤驷凌春,2,1008,69853110,453,2,99999999,1,0,10005000510,,,,,,,,,,
411,4,4,宿睿识,2,1008,30532093,285,2,99999999,3,0,10005000511,,,,,,,,,,
412,4,4,赖和玉,2,1008,56417466,388,2,99999999,2,0,10005000512,,,,,,,,,,
413,4,4,校若兰,2,1008,78504249,267,2,99999999,1,0,10005000513,,,,,,,,,,
414,4,4,于彤彤,2,1008,60587457,185,2,99999999,2,0,10005000514,,,,,,,,,,
415,4,4,绪新之,2,1008,59693775,303,2,99999999,3,0,10005000515,,,,,,,,,,
416,4,4,景雪莲,2,1008,65577363,392,2,99999999,1,0,10005000516,,,,,,,,,,
417,4,4,仪和煦,2,1008,66863836,162,2,99999999,1,0,10005000517,,,,,,,,,,
418,4,4,靖飞驰,2,1008,87017296,172,2,99999999,3,0,10005000518,,,,,,,,,,
419,4,4,焦从蓉,2,1008,48345072,423,2,99999999,2,0,10005000519,,,,,,,,,,
420,4,4,苍宜人,2,1008,75593952,420,2,99999999,2,0,10005000520,,,,,,,,,,
421,4,4,鄂长莹,2,1008,36398725,408,2,99999999,2,0,10005000521,,,,,,,,,,
422,4,4,续梦秋,2,1008,74365950,211,2,99999999,1,0,10005000522,,,,,,,,,,
423,4,4,古雅爱,2,1008,44010735,385,2,99999999,2,0,10005000523,,,,,,,,,,
424,4,4,寸绮丽,2,1008,87450103,365,2,99999999,1,0,10005000524,,,,,,,,,,
425,4,4,北新颖,2,1008,53000868,128,2,99999999,2,0,10005000525,,,,,,,,,,
426,4,4,贵沛儿,2,1008,59873698,158,2,99999999,3,0,10005000526,,,,,,,,,,
427,4,4,硕谷芹,2,1008,33015773,254,2,99999999,1,0,10005000527,,,,,,,,,,
428,4,4,让灵珊,2,1008,58409889,452,2,99999999,3,0,10005000528,,,,,,,,,,
429,4,4,说代柔,2,1008,81256798,269,2,99999999,3,0,10005000529,,,,,,,,,,
430,4,4,司寇娅思,2,1008,53280246,329,2,99999999,3,0,10005000530,,,,,,,,,,
431,4,4,西门静枫,2,1008,60879527,196,2,99999999,1,0,10005000531,,,,,,,,,,
432,4,4,鲍惜梦,2,1008,86268293,227,2,99999999,1,0,10005000532,,,,,,,,,,
433,4,4,蓝晓曼,2,1008,46889565,344,2,99999999,2,0,10005000533,,,,,,,,,,
434,4,4,弘雅惠,2,1008,84125589,377,2,99999999,2,0,10005000534,,,,,,,,,,
435,4,4,云惜玉,2,1008,88029406,381,2,99999999,3,0,10005000535,,,,,,,,,,
436,4,4,解碧玉,2,1008,46729878,320,2,99999999,1,0,10005000536,,,,,,,,,,
437,4,4,以乐人,2,1008,44087812,270,2,99999999,2,0,10005000537,,,,,,,,,,
438,4,4,公良萌运,2,1008,38062280,218,2,99999999,2,0,10005000538,,,,,,,,,,
439,4,4,伯清绮,2,1008,50581933,325,2,99999999,2,0,10005000539,,,,,,,,,,
440,4,4,字痴旋,2,1008,72841213,178,2,99999999,2,0,10005000540,,,,,,,,,,
441,4,4,青清宁,2,1008,77950753,221,2,99999999,2,0,10005000541,,,,,,,,,,
442,4,4,沈痴香,2,1008,40078125,147,2,99999999,3,0,10005000542,,,,,,,,,,
443,4,4,邶向雪,2,1008,80214789,367,2,99999999,3,0,10005000543,,,,,,,,,,
444,4,4,秘傲易,2,1008,72501337,467,2,99999999,1,0,10005000544,,,,,,,,,,
445,4,4,滑昆明,2,1008,78137003,154,2,99999999,1,0,10005000545,,,,,,,,,,
446,4,4,石友灵,2,1008,50328285,204,2,99999999,1,0,10005000546,,,,,,,,,,
447,4,4,义含秀,2,1008,33390175,159,2,99999999,2,0,10005000547,,,,,,,,,,
448,4,4,箕朋兴,2,1008,31374506,105,2,99999999,3,0,10005000548,,,,,,,,,,
449,4,4,抄新梅,2,1008,78104304,389,2,99999999,1,0,10005000549,,,,,,,,,,
450,4,4,承凝思,2,1008,87913263,415,2,99999999,1,0,10005000550,,,,,,,,,,
451,4,4,左凡阳,2,1008,74312122,104,2,99999999,2,0,10005000551,,,,,,,,,,
452,4,4,建雯华,2,1008,70197877,406,2,99999999,1,0,10005000552,,,,,,,,,,
453,4,4,章佳元绿,2,1008,41742016,375,2,99999999,1,0,10005000553,,,,,,,,,,
454,4,4,张廖安民,2,1008,78938965,440,2,99999999,3,0,10005000554,,,,,,,,,,
455,4,4,邬念巧,2,1008,40877173,440,2,99999999,2,0,10005000555,,,,,,,,,,
456,4,4,衅职君,2,1008,82758332,435,2,99999999,1,0,10005000556,,,,,,,,,,
457,4,4,都浩初,2,1008,33103262,178,2,99999999,2,0,10005000557,,,,,,,,,,
458,4,4,索冷之,2,1008,31240373,359,2,99999999,1,0,10005000558,,,,,,,,,,
459,4,4,温春柔,2,1008,42937663,191,2,99999999,3,0,10005000559,,,,,,,,,,
460,4,4,贺梦晨,2,1008,57268945,215,2,99999999,3,0,10005000560,,,,,,,,,,
461,4,4,拓跋雅容,2,1008,77266157,481,2,99999999,3,0,10005000561,,,,,,,,,,
462,4,4,虎飞文,2,1008,59593456,277,2,99999999,2,0,10005000562,,,,,,,,,,
463,4,4,孔正业,2,1008,30658262,159,2,99999999,2,0,10005000563,,,,,,,,,,
464,4,4,焉亦玉,2,1008,62536831,341,2,99999999,2,0,10005000564,,,,,,,,,,
465,4,4,顾紫雪,2,1008,31428718,268,2,99999999,1,0,10005000565,,,,,,,,,,
466,4,4,穆梦容,2,1008,63392579,309,2,99999999,3,0,10005000566,,,,,,,,,,
467,4,4,终嘉石,2,1008,81113601,242,2,99999999,3,0,10005000567,,,,,,,,,,
468,4,4,赛静白,2,1008,43142729,477,2,99999999,1,0,10005000568,,,,,,,,,,
469,4,4,法德明,2,1008,63960341,350,2,99999999,3,0,10005000569,,,,,,,,,,
470,4,4,学柔蔓,2,1008,84253971,113,2,99999999,3,0,10005000570,,,,,,,,,,
471,4,4,革芷文,2,1008,61243113,265,2,99999999,2,0,10005000571,,,,,,,,,,
472,4,4,掌翠芙,2,1008,80744610,338,2,99999999,3,0,10005000572,,,,,,,,,,
473,4,4,中半双,2,1008,40075125,144,2,99999999,2,0,10005000573,,,,,,,,,,
474,4,4,偶梦菡,2,1008,55176014,146,2,99999999,2,0,10005000574,,,,,,,,,,
475,4,4,皋梦菡,2,1008,59110595,155,2,99999999,3,0,10005000575,,,,,,,,,,
476,4,4,赫浩思,2,1008,47740037,212,2,99999999,2,0,10005000576,,,,,,,,,,
477,4,4,宰阳嘉,2,1008,35691780,194,2,99999999,1,0,10005000577,,,,,,,,,,
478,4,4,公西嘉年,2,1008,44755440,381,2,99999999,2,0,10005000578,,,,,,,,,,
479,4,4,宇文清秋,2,1008,43887481,196,2,99999999,1,0,10005000579,,,,,,,,,,
480,4,4,完颜朗宁,2,1008,89360543,204,2,99999999,3,0,10005000580,,,,,,,,,,
481,4,4,从盼柳,2,1008,87555454,277,2,99999999,3,0,10005000581,,,,,,,,,,
482,4,4,资芬芬,2,1008,38033615,109,2,99999999,3,0,10005000582,,,,,,,,,,
483,4,4,范姜绮南,2,1008,33392265,326,2,99999999,1,0,10005000583,,,,,,,,,,
484,4,4,功博耘,2,1008,84788819,120,2,99999999,1,0,10005000584,,,,,,,,,,
485,4,4,眭夏柳,2,1008,37706714,288,2,99999999,3,0,10005000585,,,,,,,,,,
486,4,4,仲暄美,2,1008,87568430,441,2,99999999,2,0,10005000586,,,,,,,,,,
487,4,4,祢菡梅,2,1008,75140065,471,2,99999999,1,0,10005000587,,,,,,,,,,
488,4,4,伊易绿,2,1008,46491834,243,2,99999999,2,0,10005000588,,,,,,,,,,
489,4,4,全雪绿,2,1008,73183397,231,2,99999999,3,0,10005000589,,,,,,,,,,
490,4,4,第五依霜,2,1008,48540806,296,2,99999999,2,0,10005000590,,,,,,,,,,
491,4,4,昌秀英,2,1008,36541549,408,2,99999999,2,0,10005000591,,,,,,,,,,
492,4,4,浑瀚海,2,1008,58159577,186,2,99999999,1,0,10005000592,,,,,,,,,,
493,4,4,鄞涵涵,2,1008,86342204,106,2,99999999,2,0,10005000593,,,,,,,,,,
494,4,4,糜初蓝,2,1008,43528352,309,2,99999999,1,0,10005000594,,,,,,,,,,
495,4,4,邗运凯,2,1008,51955222,234,2,99999999,3,0,10005000595,,,,,,,,,,
496,4,4,仰君昊,2,1008,72923329,465,2,99999999,3,0,10005000596,,,,,,,,,,
497,4,4,斛若蕊,2,1008,37137358,273,2,99999999,2,0,10005000597,,,,,,,,,,
498,4,4,堂芷波,2,1008,89432929,288,2,99999999,2,0,10005000598,,,,,,,,,,
499,4,4,怀小琴,2,1008,30659921,359,2,99999999,2,0,10005000599,,,,,,,,,,
500,4,4,孛夏波,2,1008,89931240,254,2,99999999,3,0,10005000600,,,,,,,,,,
501,4,4,巧嘉祯,2,1008,73027654,319,2,99999999,3,0,10005000601,,,,,,,,,,
502,4,4,貊晴岚,2,1008,50759882,319,2,99999999,3,0,10005000602,,,,,,,,,,
503,4,4,雍芸欣,2,1008,59384821,302,2,99999999,1,0,10005000603,,,,,,,,,,
504,4,4,席雅丽,2,1008,40504122,238,2,99999999,1,0,10005000604,,,,,,,,,,
505,4,4,五修永,2,1008,56937002,409,2,99999999,2,0,10005000605,,,,,,,,,,
506,4,4,答飞航,2,1008,43114012,292,2,99999999,1,0,10005000606,,,,,,,,,,
507,4,4,磨尔蝶,2,1008,73475501,263,2,99999999,3,0,10005000607,,,,,,,,,,
508,4,4,淦开畅,2,1008,71298325,443,2,99999999,3,0,10005000608,,,,,,,,,,
509,4,4,姬辰沛,2,1008,46201375,121,2,99999999,3,0,10005000609,,,,,,,,,,
510,4,4,德秀竹,2,1008,35584372,373,2,99999999,2,0,10005000610,,,,,,,,,,
511,4,4,谷梁绮南,2,1008,30390753,388,2,99999999,3,0,10005000611,,,,,,,,,,
512,4,4,求碧萱,2,1008,33528245,132,2,99999999,2,0,10005000612,,,,,,,,,,
513,4,4,司空幼菱,2,1008,53649391,467,2,99999999,2,0,10005000613,,,,,,,,,,
514,4,4,尾思雅,2,1008,55168526,409,2,99999999,1,0,10005000614,,,,,,,,,,
515,4,4,却桂帆,2,1008,53863742,355,2,99999999,3,0,10005000615,,,,,,,,,,
516,4,4,米昊天,2,1008,76774436,484,2,99999999,3,0,10005000616,,,,,,,,,,
517,4,4,声靖柔,2,1008,47956827,155,2,99999999,2,0,10005000617,,,,,,,,,,
518,4,4,典驰文,2,1008,34972884,389,2,99999999,3,0,10005000618,,,,,,,,,,
519,4,4,竭雪兰,2,1008,70009459,391,2,99999999,2,0,10005000619,,,,,,,,,,
520,4,4,桂雨梅,2,1008,63981681,274,2,99999999,2,0,10005000620,,,,,,,,,,
521,4,4,铎浩大,2,1008,63434797,497,2,99999999,2,0,10005000621,,,,,,,,,,
522,4,4,犁奇略,2,1008,83508311,148,2,99999999,1,0,10005000622,,,,,,,,,,
523,4,4,牢双文,2,1008,51600825,409,2,99999999,2,0,10005000623,,,,,,,,,,
524,4,4,佛书竹,2,1008,45200071,442,2,99999999,2,0,10005000624,,,,,,,,,,
525,4,4,弥佳悦,2,1008,79271434,201,2,99999999,1,0,10005000625,,,,,,,,,,
526,4,4,来秋翠,2,1008,50162310,446,2,99999999,2,0,10005000626,,,,,,,,,,
527,4,4,似兴运,2,1008,75342822,361,2,99999999,1,0,10005000627,,,,,,,,,,
528,4,4,卞彦芝,2,1008,30680757,384,2,99999999,1,0,10005000628,,,,,,,,,,
529,4,4,阿丹蝶,2,1008,76284771,170,2,99999999,2,0,10005000629,,,,,,,,,,
530,4,4,咸安青,2,1008,66781301,374,2,99999999,3,0,10005000630,,,,,,,,,,
531,4,4,贝悠柔,2,1008,30159032,364,2,99999999,1,0,10005000631,,,,,,,,,,
532,4,4,飞问风,2,1008,35724556,265,2,99999999,3,0,10005000632,,,,,,,,,,
533,4,4,普婉清,2,1008,68393368,470,2,99999999,1,0,10005000633,,,,,,,,,,
534,4,4,夏泽恩,2,1008,33414046,181,2,99999999,2,0,10005000634,,,,,,,,,,
535,4,4,错和怡,2,1008,61034689,263,2,99999999,3,0,10005000635,,,,,,,,,,
536,4,4,杞婉奕,2,1008,39433190,338,2,99999999,1,0,10005000636,,,,,,,,,,
537,4,4,裴丰雅,2,1008,33104879,170,2,99999999,3,0,10005000637,,,,,,,,,,
538,4,4,翟春柏,2,1008,41649145,131,2,99999999,2,0,10005000638,,,,,,,,,,
539,4,4,利琳溪,2,1008,47187736,138,2,99999999,2,0,10005000639,,,,,,,,,,
540,4,4,詹向露,2,1008,63598712,120,2,99999999,2,0,10005000640,,,,,,,,,,
541,4,4,林梅雪,2,1008,83155498,396,2,99999999,3,0,10005000641,,,,,,,,,,
542,4,4,乐正安平,2,1008,31483135,411,2,99999999,3,0,10005000642,,,,,,,,,,
543,4,4,伦余馥,2,1008,60536713,209,2,99999999,1,0,10005000643,,,,,,,,,,
544,4,4,针嘉禧,2,1008,35317050,200,2,99999999,1,0,10005000644,,,,,,,,,,
545,4,4,沐乐双,2,1008,40842358,120,2,99999999,2,0,10005000645,,,,,,,,,,
546,4,4,弓语山,2,1008,69110781,252,2,99999999,3,0,10005000646,,,,,,,,,,
547,4,4,宫冬菱,2,1008,47893803,442,2,99999999,1,0,10005000647,,,,,,,,,,
548,4,4,须碧白,2,1008,89369894,216,2,99999999,1,0,10005000648,,,,,,,,,,
549,4,4,蒲平萱,2,1008,39459224,456,2,99999999,1,0,10005000649,,,,,,,,,,
550,4,4,薄德业,2,1008,86160373,434,2,99999999,2,0,10005000650,,,,,,,,,,
551,4,4,圣芳洁,2,1008,35854662,143,2,99999999,3,0,10005000651,,,,,,,,,,
552,4,4,田阳朔,2,1008,60160530,108,2,99999999,3,0,10005000652,,,,,,,,,,
553,4,4,凭欣怡,2,1008,45099307,443,2,99999999,2,0,10005000653,,,,,,,,,,
554,4,4,恭熙熙,2,1008,37459266,354,2,99999999,3,0,10005000654,,,,,,,,,,
555,4,4,端念雁,2,1008,33267703,403,2,99999999,1,0,10005000655,,,,,,,,,,
556,4,4,愈雁蓉,2,1008,82789630,315,2,99999999,3,0,10005000656,,,,,,,,,,
557,4,4,司马韦柔,2,1008,57941847,230,2,99999999,2,0,10005000657,,,,,,,,,,
558,4,4,严春翠,2,1008,57869360,431,2,99999999,1,0,10005000658,,,,,,,,,,
559,4,4,苑悠馨,2,1008,43490370,154,2,99999999,1,0,10005000659,,,,,,,,,,
560,4,4,夹谷华容,2,1008,69761402,447,2,99999999,3,0,10005000660,,,,,,,,,,
561,4,4,揭中震,2,1008,36322947,172,2,99999999,1,0,10005000661,,,,,,,,,,
562,4,4,鞠永昌,2,1008,47199154,427,2,99999999,3,0,10005000662,,,,,,,,,,
563,4,4,张简雍雅,2,1008,42421862,462,2,99999999,1,0,10005000663,,,,,,,,,,
564,4,4,计伟毅,2,1008,86423541,372,2,99999999,1,0,10005000664,,,,,,,,,,
565,4,4,别怀薇,2,1008,85383301,245,2,99999999,1,0,10005000665,,,,,,,,,,
566,4,4,禄映安,2,1008,53824134,272,2,99999999,3,0,10005000666,,,,,,,,,,
567,4,4,赤灵萱,2,1008,82079508,201,2,99999999,2,0,10005000667,,,,,,,,,,
568,4,4,茂晶滢,2,1008,68578690,451,2,99999999,3,0,10005000668,,,,,,,,,,
569,4,4,徭亦凝,2,1008,52314153,195,2,99999999,1,0,10005000669,,,,,,,,,,
570,4,4,端木念之,2,1008,61748855,420,2,99999999,2,0,10005000670,,,,,,,,,,
571,4,4,称光誉,2,1008,64456540,284,2,99999999,2,0,10005000671,,,,,,,,,,
572,4,4,诗昂雄,2,1008,59952268,129,2,99999999,2,0,10005000672,,,,,,,,,,
573,4,4,卫靓影,2,1008,35119284,316,2,99999999,2,0,10005000673,,,,,,,,,,
574,4,4,宗政觅露,2,1008,79557276,172,2,99999999,1,0,10005000674,,,,,,,,,,
575,4,4,操欣嘉,2,1008,73226776,420,2,99999999,3,0,10005000675,,,,,,,,,,
576,4,4,六听春,2,1008,77994839,330,2,99999999,1,0,10005000676,,,,,,,,,,
577,4,4,茹芃芃,2,1008,46913150,357,2,99999999,3,0,10005000677,,,,,,,,,,
578,4,4,镇惜雪,2,1008,66363349,315,2,99999999,1,0,10005000678,,,,,,,,,,
579,4,4,夙英朗,2,1008,41804618,254,2,99999999,2,0,10005000679,,,,,,,,,,
580,4,4,项刚洁,2,1008,49751689,100,2,99999999,1,0,10005000680,,,,,,,,,,
