id,account,password,nickname,diamonds,gold,±¸×¢
1303,12345671303,884196,cs1303,100,0,
1304,12345671304,483784,cs1304,100,0,
1305,12345671305,593961,cs1305,100,0,
1306,12345671306,693862,cs1306,100,0,
1307,12345671307,526933,cs1307,100,0,
1308,12345671308,930168,cs1308,100,0,
1309,12345671309,724753,cs1309,100,0,
1310,12345671310,748494,cs1310,100,0,
1311,12345671311,724452,cs1311,100,0,
1312,12345671312,448129,cs1312,100,0,
1313,12345671313,520848,cs1313,100,0,
1314,12345671314,561927,cs1314,100,0,
1315,12345671315,628526,cs1315,100,0,
1316,12345671316,975180,cs1316,100,0,
1317,12345671317,836428,cs1317,100,0,
1318,12345671318,652100,cs1318,100,0,
1319,12345671319,590762,cs1319,100,0,
1320,12345671320,888081,cs1320,100,0,
1321,12345671321,819078,cs1321,100,0,
1322,12345671322,781892,cs1322,100,0,
1323,12345671323,771974,cs1323,100,0,
1324,12345671324,589808,cs1324,100,0,
1325,12345671325,964313,cs1325,100,0,
1326,12345671326,201949,cs1326,100,0,
1327,12345671327,610503,cs1327,100,0,
1328,12345671328,623065,cs1328,100,0,
1329,12345671329,950179,cs1329,100,0,
1330,12345671330,734361,cs1330,100,0,
1331,12345671331,623271,cs1331,100,0,
1332,12345671332,101524,cs1332,100,0,
1333,12345671333,371346,cs1333,100,0,
1334,12345671334,468322,cs1334,100,0,
1335,12345671335,816302,cs1335,100,0,
1336,12345671336,211584,cs1336,100,0,
1337,12345671337,191626,cs1337,100,0,
1338,12345671338,490521,cs1338,100,0,
1339,12345671339,999643,cs1339,100,0,
1340,12345671340,213134,cs1340,100,0,
1341,12345671341,510169,cs1341,100,0,
1342,12345671342,697065,cs1342,100,0,
1343,12345671343,818301,cs1343,100,0,
1344,12345671344,376368,cs1344,100,0,
1345,12345671345,784487,cs1345,100,0,
1346,12345671346,296326,cs1346,100,0,
1347,12345671347,637276,cs1347,100,0,
1348,12345671348,463257,cs1348,100,0,
1349,12345671349,905771,cs1349,100,0,
1350,12345671350,959109,cs1350,100,0,
1351,12345671351,231095,cs1351,100,0,
1352,12345671352,362637,cs1352,100,0,
1353,12345671353,403293,cs1353,100,0,
1354,12345671354,293032,cs1354,100,0,
1355,12345671355,471369,cs1355,100,0,
1356,12345671356,857529,cs1356,100,0,
1357,12345671357,257242,cs1357,100,0,
1358,12345671358,622547,cs1358,100,0,
1359,12345671359,734469,cs1359,100,0,
1360,12345671360,540805,cs1360,100,0,
1361,12345671361,506222,cs1361,100,0,
1362,12345671362,446026,cs1362,100,0,
1363,12345671363,215143,cs1363,100,0,
1364,12345671364,423362,cs1364,100,0,
1365,12345671365,517532,cs1365,100,0,
1366,12345671366,256789,cs1366,100,0,
1367,12345671367,952807,cs1367,100,0,
1368,12345671368,687903,cs1368,100,0,
1369,12345671369,627522,cs1369,100,0,
1370,12345671370,913344,cs1370,100,0,
1371,12345671371,859819,cs1371,100,0,
1372,12345671372,116847,cs1372,100,0,
1373,12345671373,267718,cs1373,100,0,
1374,12345671374,374714,cs1374,100,0,
1375,12345671375,314179,cs1375,100,0,
1376,12345671376,970728,cs1376,100,0,
1377,12345671377,796734,cs1377,100,0,
1378,12345671378,493295,cs1378,100,0,
1379,12345671379,776665,cs1379,100,0,
1380,12345671380,516921,cs1380,100,0,
1381,12345671381,290229,cs1381,100,0,
1382,12345671382,666729,cs1382,100,0,
1383,12345671383,767971,cs1383,100,0,
1384,12345671384,500692,cs1384,100,0,
1385,12345671385,824537,cs1385,100,0,
1386,12345671386,990178,cs1386,100,0,
1387,12345671387,198164,cs1387,100,0,
1388,12345671388,175782,cs1388,100,0,
1389,12345671389,648700,cs1389,100,0,
1390,12345671390,445420,cs1390,100,0,
1391,12345671391,270778,cs1391,100,0,
1392,12345671392,758003,cs1392,100,0,
1393,12345671393,317254,cs1393,100,0,
1394,12345671394,675991,cs1394,100,0,
1395,12345671395,318232,cs1395,100,0,
1396,12345671396,553652,cs1396,100,0,
1397,12345671397,627000,cs1397,100,0,
1398,12345671398,954769,cs1398,100,0,
1399,12345671399,887622,cs1399,100,0,
1400,12345671400,420551,cs1400,100,0,
1401,12345671401,877471,cs1401,100,0,
1402,12345671402,274699,cs1402,100,0,
1403,12345671403,982495,cs1403,100,0,
1404,12345671404,221876,cs1404,100,0,
1405,12345671405,758394,cs1405,100,0,
1406,12345671406,328285,cs1406,100,0,
1407,12345671407,868216,cs1407,100,0,
1408,12345671408,805975,cs1408,100,0,
1409,12345671409,557069,cs1409,100,0,
1410,12345671410,383952,cs1410,100,0,
1411,12345671411,951854,cs1411,100,0,
1412,12345671412,173908,cs1412,100,0,
1413,12345671413,625208,cs1413,100,0,
1414,12345671414,260915,cs1414,100,0,
1415,12345671415,901674,cs1415,100,0,
1416,12345671416,382818,cs1416,100,0,
1417,12345671417,660714,cs1417,100,0,
1418,12345671418,495038,cs1418,100,0,
1419,12345671419,561342,cs1419,100,0,
1420,12345671420,591988,cs1420,100,0,
1421,12345671421,970986,cs1421,100,0,
1422,12345671422,895086,cs1422,100,0,
1423,12345671423,403689,cs1423,100,0,
1424,12345671424,999822,cs1424,100,0,
1425,12345671425,542319,cs1425,100,0,
1426,12345671426,723340,cs1426,100,0,
1427,12345671427,437270,cs1427,100,0,
1428,12345671428,144972,cs1428,100,0,
1429,12345671429,882005,cs1429,100,0,
1430,12345671430,323616,cs1430,100,0,
1431,12345671431,564694,cs1431,100,0,
1432,12345671432,946435,cs1432,100,0,
1433,12345671433,756914,cs1433,100,0,
1434,12345671434,182159,cs1434,100,0,
1435,12345671435,457596,cs1435,100,0,
1436,12345671436,857254,cs1436,100,0,
1437,12345671437,719199,cs1437,100,0,
1438,12345671438,587588,cs1438,100,0,
1439,12345671439,909632,cs1439,100,0,
1440,12345671440,776497,cs1440,100,0,
1441,12345671441,870605,cs1441,100,0,
1442,12345671442,157306,cs1442,100,0,
1443,12345671443,724599,cs1443,100,0,
1444,12345671444,832197,cs1444,100,0,
1445,12345671445,803089,cs1445,100,0,
1446,12345671446,131994,cs1446,100,0,
1447,12345671447,766899,cs1447,100,0,
1448,12345671448,460632,cs1448,100,0,
1449,12345671449,825023,cs1449,100,0,
1450,12345671450,644195,cs1450,100,0,
1451,12345671451,712082,cs1451,100,0,
1452,12345671452,997677,cs1452,100,0,
1453,12345671453,826959,cs1453,100,0,
1454,12345671454,465347,cs1454,100,0,
1455,12345671455,804646,cs1455,100,0,
1456,12345671456,892415,cs1456,100,0,
1457,12345671457,796837,cs1457,100,0,
1458,12345671458,317161,cs1458,100,0,
1459,12345671459,116341,cs1459,100,0,
1460,12345671460,357402,cs1460,100,0,
1461,12345671461,586249,cs1461,100,0,
1462,12345671462,914531,cs1462,100,0,
1463,12345671463,943638,cs1463,100,0,
1464,12345671464,526446,cs1464,100,0,
1465,12345671465,732547,cs1465,100,0,
1466,12345671466,463733,cs1466,100,0,
1467,12345671467,726712,cs1467,100,0,
1468,12345671468,582402,cs1468,100,0,
1469,12345671469,552516,cs1469,100,0,
1470,12345671470,665933,cs1470,100,0,
1471,12345671471,191206,cs1471,100,0,
1472,12345671472,481298,cs1472,100,0,
1473,12345671473,552726,cs1473,100,0,
1474,12345671474,227438,cs1474,100,0,
1475,12345671475,880941,cs1475,100,0,
1476,12345671476,684670,cs1476,100,0,
1477,12345671477,117998,cs1477,100,0,
1478,12345671478,162423,cs1478,100,0,
1479,12345671479,678008,cs1479,100,0,
1480,12345671480,697961,cs1480,100,0,
1481,12345671481,948189,cs1481,100,0,
1482,12345671482,747359,cs1482,100,0,
1483,12345671483,580072,cs1483,100,0,
1484,12345671484,364227,cs1484,100,0,
1485,12345671485,979917,cs1485,100,0,
1486,12345671486,275496,cs1486,100,0,
1487,12345671487,952572,cs1487,100,0,
1488,12345671488,587334,cs1488,100,0,
1489,12345671489,846879,cs1489,100,0,
1490,12345671490,138143,cs1490,100,0,
1491,12345671491,989811,cs1491,100,0,
1492,12345671492,378166,cs1492,100,0,
1493,12345671493,117346,cs1493,100,0,
1494,12345671494,274997,cs1494,100,0,
1495,12345671495,800686,cs1495,100,0,
1496,12345671496,851754,cs1496,100,0,
1497,12345671497,729367,cs1497,100,0,
1498,12345671498,612831,cs1498,100,0,
1499,12345671499,868640,cs1499,100,0,
1500,12345671500,594056,cs1500,100,0,
1501,12345671501,191609,cs1501,100,0,
1502,12345671502,727224,cs1502,100,0,
1503,12345671503,928705,cs1503,100,0,
1504,12345671504,431105,cs1504,100,0,
1505,12345671505,862555,cs1505,100,0,
1506,12345671506,119052,cs1506,100,0,
1507,12345671507,924793,cs1507,100,0,
1508,12345671508,484030,cs1508,100,0,
1509,12345671509,478918,cs1509,100,0,
1510,12345671510,183193,cs1510,100,0,
1511,12345671511,406650,cs1511,100,0,
1512,12345671512,611291,cs1512,100,0,
1513,12345671513,223170,cs1513,100,0,
1514,12345671514,229390,cs1514,100,0,
1515,12345671515,971067,cs1515,100,0,
1516,12345671516,669860,cs1516,100,0,
1517,12345671517,298362,cs1517,100,0,
1518,12345671518,274041,cs1518,100,0,
1519,12345671519,796682,cs1519,100,0,
1520,12345671520,663511,cs1520,100,0,
1521,12345671521,469670,cs1521,100,0,
1522,12345671522,926220,cs1522,100,0,
1523,12345671523,545640,cs1523,100,0,
1524,12345671524,361026,cs1524,100,0,
1525,12345671525,363513,cs1525,100,0,
1526,12345671526,985184,cs1526,100,0,
1527,12345671527,881814,cs1527,100,0,
1528,12345671528,935216,cs1528,100,0,
1529,12345671529,511429,cs1529,100,0,
1530,12345671530,389686,cs1530,100,0,
1531,12345671531,697879,cs1531,100,0,
1532,12345671532,359288,cs1532,100,0,
1533,12345671533,784933,cs1533,100,0,
1534,12345671534,209849,cs1534,100,0,
1535,12345671535,211250,cs1535,100,0,
1536,12345671536,256342,cs1536,100,0,
1537,12345671537,634326,cs1537,100,0,
1538,12345671538,162518,cs1538,100,0,
1539,12345671539,357747,cs1539,100,0,
1540,12345671540,615017,cs1540,100,0,
1541,12345671541,828693,cs1541,100,0,
1542,12345671542,995155,cs1542,100,0,
1543,12345671543,640705,cs1543,100,0,
1544,12345671544,657997,cs1544,100,0,
1545,12345671545,882339,cs1545,100,0,
1546,12345671546,212658,cs1546,100,0,
1547,12345671547,360283,cs1547,100,0,
1548,12345671548,500084,cs1548,100,0,
1549,12345671549,879840,cs1549,100,0,
1550,12345671550,263096,cs1550,100,0,
1551,12345671551,786685,cs1551,100,0,
1552,12345671552,298083,cs1552,100,0,
1553,12345671553,510095,cs1553,100,0,
1554,12345671554,824885,cs1554,100,0,
1555,12345671555,524773,cs1555,100,0,
1556,12345671556,270310,cs1556,100,0,
1557,12345671557,448921,cs1557,100,0,
1558,12345671558,772097,cs1558,100,0,
1559,12345671559,438713,cs1559,100,0,
1560,12345671560,270151,cs1560,100,0,
1561,12345671561,565723,cs1561,100,0,
1562,12345671562,122801,cs1562,100,0,
1563,12345671563,746581,cs1563,100,0,
1564,12345671564,621169,cs1564,100,0,
1565,12345671565,819177,cs1565,100,0,
1566,12345671566,108948,cs1566,100,0,
1567,12345671567,765561,cs1567,100,0,
1568,12345671568,652762,cs1568,100,0,
1569,12345671569,486600,cs1569,100,0,
1570,12345671570,902476,cs1570,100,0,
1571,12345671571,144651,cs1571,100,0,
1572,12345671572,867648,cs1572,100,0,
1573,12345671573,256034,cs1573,100,0,
1574,12345671574,853078,cs1574,100,0,
1575,12345671575,497905,cs1575,100,0,
1576,12345671576,394467,cs1576,100,0,
1577,12345671577,994068,cs1577,100,0,
1578,12345671578,448551,cs1578,100,0,
1579,12345671579,907318,cs1579,100,0,
1580,12345671580,901582,cs1580,100,0,
1581,12345671581,178390,cs1581,100,0,
1582,12345671582,808178,cs1582,100,0,
1583,12345671583,396010,cs1583,100,0,
1584,12345671584,719416,cs1584,100,0,
1585,12345671585,664645,cs1585,100,0,
1586,12345671586,365263,cs1586,100,0,
1587,12345671587,690715,cs1587,100,0,
1588,12345671588,448287,cs1588,100,0,
1589,12345671589,598949,cs1589,100,0,
1590,12345671590,335292,cs1590,100,0,
1591,12345671591,244259,cs1591,100,0,
1592,12345671592,747455,cs1592,100,0,
1593,12345671593,190074,cs1593,100,0,
1594,12345671594,505656,cs1594,100,0,
1595,12345671595,544079,cs1595,100,0,
1596,12345671596,727399,cs1596,100,0,
1597,12345671597,618768,cs1597,100,0,
1598,12345671598,727660,cs1598,100,0,
1599,12345671599,528109,cs1599,100,0,
1600,12345671600,135998,cs1600,100,0,
1601,12345671601,992815,cs1601,100,0,
1602,12345671602,642086,cs1602,100,0,
1603,12345671603,833764,cs1603,100,0,
1604,12345671604,879017,cs1604,100,0,
1605,12345671605,992400,cs1605,100,0,
1606,12345671606,804669,cs1606,100,0,
1607,12345671607,301187,cs1607,100,0,
1608,12345671608,703558,cs1608,100,0,
1609,12345671609,889590,cs1609,100,0,
1610,12345671610,265372,cs1610,100,0,
1611,12345671611,949385,cs1611,100,0,
1612,12345671612,316021,cs1612,100,0,
1613,12345671613,904622,cs1613,100,0,
1614,12345671614,856366,cs1614,100,0,
1615,12345671615,399932,cs1615,100,0,
1616,12345671616,950046,cs1616,100,0,
1617,12345671617,197926,cs1617,100,0,
1618,12345671618,886977,cs1618,100,0,
1619,12345671619,136499,cs1619,100,0,
1620,12345671620,191520,cs1620,100,0,
1621,12345671621,296813,cs1621,100,0,
1622,12345671622,243236,cs1622,100,0,
1623,12345671623,895385,cs1623,100,0,
1624,12345671624,401519,cs1624,100,0,
1625,12345671625,973476,cs1625,100,0,
1626,12345671626,887033,cs1626,100,0,
1627,12345671627,962243,cs1627,100,0,
1628,12345671628,826831,cs1628,100,0,
1629,12345671629,177057,cs1629,100,0,
1630,12345671630,235338,cs1630,100,0,
1631,12345671631,110534,cs1631,100,0,
1632,12345671632,193611,cs1632,100,0,
1633,12345671633,265225,cs1633,100,0,
1634,12345671634,872738,cs1634,100,0,
1635,12345671635,879993,cs1635,100,0,
1636,12345671636,357488,cs1636,100,0,
1637,12345671637,252071,cs1637,100,0,
1638,12345671638,648905,cs1638,100,0,
1639,12345671639,109695,cs1639,100,0,
1640,12345671640,971726,cs1640,100,0,
1641,12345671641,371903,cs1641,100,0,
1642,12345671642,139802,cs1642,100,0,
1643,12345671643,966310,cs1643,100,0,
1644,12345671644,752535,cs1644,100,0,
1645,12345671645,206424,cs1645,100,0,
1646,12345671646,423961,cs1646,100,0,
1647,12345671647,759363,cs1647,100,0,
1648,12345671648,951902,cs1648,100,0,
1649,12345671649,987914,cs1649,100,0,
1650,12345671650,864377,cs1650,100,0,
1651,12345671651,818117,cs1651,100,0,
1652,12345671652,788666,cs1652,100,0,
1653,12345671653,629824,cs1653,100,0,
1654,12345671654,270570,cs1654,100,0,
1655,12345671655,963525,cs1655,100,0,
1656,12345671656,429175,cs1656,100,0,
1657,12345671657,251747,cs1657,100,0,
1658,12345671658,631307,cs1658,100,0,
1659,12345671659,551425,cs1659,100,0,
1660,12345671660,189462,cs1660,100,0,
1661,12345671661,753739,cs1661,100,0,
1662,12345671662,909151,cs1662,100,0,
1663,12345671663,971563,cs1663,100,0,
1664,12345671664,496979,cs1664,100,0,
1665,12345671665,802734,cs1665,100,0,
1666,12345671666,373513,cs1666,100,0,
1667,12345671667,239849,cs1667,100,0,
1668,12345671668,295260,cs1668,100,0,
1669,12345671669,398267,cs1669,100,0,
1670,12345671670,244542,cs1670,100,0,
1671,12345671671,730565,cs1671,100,0,
1672,12345671672,966721,cs1672,100,0,
1673,12345671673,886144,cs1673,100,0,
1674,12345671674,759765,cs1674,100,0,
1675,12345671675,445665,cs1675,100,0,
1676,12345671676,732192,cs1676,100,0,
1677,12345671677,135660,cs1677,100,0,
1678,12345671678,954382,cs1678,100,0,
1679,12345671679,811582,cs1679,100,0,
1680,12345671680,675726,cs1680,100,0,
1681,12345671681,971127,cs1681,100,0,
1682,12345671682,275498,cs1682,100,0,
1683,12345671683,893577,cs1683,100,0,
1684,12345671684,558007,cs1684,100,0,
1685,12345671685,259541,cs1685,100,0,
1686,12345671686,313405,cs1686,100,0,
1687,12345671687,878587,cs1687,100,0,
1688,12345671688,166123,cs1688,100,0,
1689,12345671689,556253,cs1689,100,0,
1690,12345671690,525377,cs1690,100,0,
1691,12345671691,264054,cs1691,100,0,
1692,12345671692,722672,cs1692,100,0,
1693,12345671693,410888,cs1693,100,0,
1694,12345671694,842033,cs1694,100,0,
1695,12345671695,714155,cs1695,100,0,
1696,12345671696,771495,cs1696,100,0,
1697,12345671697,641134,cs1697,100,0,
1698,12345671698,331680,cs1698,100,0,
1699,12345671699,119538,cs1699,100,0,
1700,12345671700,186062,cs1700,100,0,
1701,12345671701,231872,cs1701,100,0,
1702,12345671702,189121,cs1702,100,0,
1703,12345671703,486554,cs1703,100,0,
1704,12345671704,100367,cs1704,100,0,
1705,12345671705,789264,cs1705,100,0,
1706,12345671706,315290,cs1706,100,0,
1707,12345671707,478402,cs1707,100,0,
1708,12345671708,999547,cs1708,100,0,
1709,12345671709,327208,cs1709,100,0,
1710,12345671710,245408,cs1710,100,0,
1711,12345671711,218232,cs1711,100,0,
1712,12345671712,851887,cs1712,100,0,
1713,12345671713,501767,cs1713,100,0,
1714,12345671714,756696,cs1714,100,0,
1715,12345671715,169145,cs1715,100,0,
1716,12345671716,222544,cs1716,100,0,
1717,12345671717,120539,cs1717,100,0,
1718,12345671718,784445,cs1718,100,0,
1719,12345671719,205923,cs1719,100,0,
1720,12345671720,262935,cs1720,100,0,
1721,12345671721,294570,cs1721,100,0,
1722,12345671722,114999,cs1722,100,0,
1723,12345671723,292757,cs1723,100,0,
1724,12345671724,539247,cs1724,100,0,
1725,12345671725,427388,cs1725,100,0,
1726,12345671726,303265,cs1726,100,0,
1727,12345671727,356329,cs1727,100,0,
1728,12345671728,138746,cs1728,100,0,
1729,12345671729,944121,cs1729,100,0,
1730,12345671730,331916,cs1730,100,0,
1731,12345671731,345601,cs1731,100,0,
1732,12345671732,514273,cs1732,100,0,
1733,12345671733,743829,cs1733,100,0,
1734,12345671734,263057,cs1734,100,0,
1735,12345671735,158548,cs1735,100,0,
1736,12345671736,301167,cs1736,100,0,
1737,12345671737,551269,cs1737,100,0,
1738,12345671738,480877,cs1738,100,0,
1739,12345671739,669769,cs1739,100,0,
1740,12345671740,672342,cs1740,100,0,
1741,12345671741,464867,cs1741,100,0,
1742,12345671742,489037,cs1742,100,0,
1743,12345671743,456415,cs1743,100,0,
1744,12345671744,352765,cs1744,100,0,
1745,12345671745,299771,cs1745,100,0,
1746,12345671746,637278,cs1746,100,0,
1747,12345671747,733737,cs1747,100,0,
1748,12345671748,774301,cs1748,100,0,
1749,12345671749,628961,cs1749,100,0,
1750,12345671750,108915,cs1750,100,0,
1751,12345671751,894188,cs1751,100,0,
1752,12345671752,923321,cs1752,100,0,
1753,12345671753,715564,cs1753,100,0,
1754,12345671754,308137,cs1754,100,0,
1755,12345671755,212694,cs1755,100,0,
1756,12345671756,810011,cs1756,100,0,
1757,12345671757,528260,cs1757,100,0,
1758,12345671758,582665,cs1758,100,0,
1759,12345671759,258713,cs1759,100,0,
1760,12345671760,827960,cs1760,100,0,
1761,12345671761,910776,cs1761,100,0,
1762,12345671762,564245,cs1762,100,0,
1763,12345671763,507885,cs1763,100,0,
1764,12345671764,904890,cs1764,100,0,
1765,12345671765,616076,cs1765,100,0,
1766,12345671766,931213,cs1766,100,0,
1767,12345671767,185167,cs1767,100,0,
1768,12345671768,213481,cs1768,100,0,
1769,12345671769,903969,cs1769,100,0,
1770,12345671770,214539,cs1770,100,0,
1771,12345671771,320363,cs1771,100,0,
1772,12345671772,218220,cs1772,100,0,
1773,12345671773,545687,cs1773,100,0,
1774,12345671774,513088,cs1774,100,0,
1775,12345671775,325273,cs1775,100,0,
1776,12345671776,397946,cs1776,100,0,
1777,12345671777,637615,cs1777,100,0,
1778,12345671778,123555,cs1778,100,0,
1779,12345671779,946041,cs1779,100,0,
1780,12345671780,552794,cs1780,100,0,
1781,12345671781,680922,cs1781,100,0,
1782,12345671782,403909,cs1782,100,0,
1783,12345671783,293045,cs1783,100,0,
1784,12345671784,769540,cs1784,100,0,
1785,12345671785,263575,cs1785,100,0,
1786,12345671786,218993,cs1786,100,0,
1787,12345671787,619581,cs1787,100,0,
1788,12345671788,822303,cs1788,100,0,
1789,12345671789,278717,cs1789,100,0,
1790,12345671790,364449,cs1790,100,0,
1791,12345671791,765547,cs1791,100,0,
1792,12345671792,677097,cs1792,100,0,
1793,12345671793,223596,cs1793,100,0,
1794,12345671794,123400,cs1794,100,0,
1795,12345671795,104684,cs1795,100,0,
1796,12345671796,581280,cs1796,100,0,
1797,12345671797,329351,cs1797,100,0,
1798,12345671798,216642,cs1798,100,0,
1799,12345671799,104677,cs1799,100,0,
1800,12345671800,209549,cs1800,100,0,
1801,12345671801,409358,cs1801,100,0,
1802,12345671802,782932,cs1802,100,0,
1803,12345671803,161004,cs1803,100,0,
1804,12345671804,295675,cs1804,100,0,
1805,12345671805,441719,cs1805,100,0,
1806,12345671806,212011,cs1806,100,0,
1807,12345671807,185221,cs1807,100,0,
1808,12345671808,564857,cs1808,100,0,
1809,12345671809,261574,cs1809,100,0,
1810,12345671810,843313,cs1810,100,0,
1811,12345671811,285270,cs1811,100,0,
1812,12345671812,909085,cs1812,100,0,
1813,12345671813,321309,cs1813,100,0,
1814,12345671814,977488,cs1814,100,0,
1815,12345671815,875414,cs1815,100,0,
1816,12345671816,663848,cs1816,100,0,
1817,12345671817,921456,cs1817,100,0,
1818,12345671818,547321,cs1818,100,0,
1819,12345671819,520831,cs1819,100,0,
1820,12345671820,697818,cs1820,100,0,
1821,12345671821,373725,cs1821,100,0,
1822,12345671822,576753,cs1822,100,0,
1823,12345671823,626345,cs1823,100,0,
1824,12345671824,252377,cs1824,100,0,
1825,12345671825,427846,cs1825,100,0,
1826,12345671826,599610,cs1826,100,0,
1827,12345671827,331740,cs1827,100,0,
1828,12345671828,366854,cs1828,100,0,
1829,12345671829,518056,cs1829,100,0,
1830,12345671830,702115,cs1830,100,0,
1831,12345671831,596428,cs1831,100,0,
1832,12345671832,313072,cs1832,100,0,
1833,12345671833,763777,cs1833,100,0,
1834,12345671834,215490,cs1834,100,0,
1835,12345671835,183692,cs1835,100,0,
1836,12345671836,305490,cs1836,100,0,
1837,12345671837,755117,cs1837,100,0,
1838,12345671838,978130,cs1838,100,0,
1839,12345671839,951000,cs1839,100,0,
1840,12345671840,561773,cs1840,100,0,
1841,12345671841,786470,cs1841,100,0,
1842,12345671842,962032,cs1842,100,0,
1843,12345671843,534441,cs1843,100,0,
1844,12345671844,130167,cs1844,100,0,
1845,12345671845,216701,cs1845,100,0,
1846,12345671846,794768,cs1846,100,0,
1847,12345671847,894469,cs1847,100,0,
1848,12345671848,558333,cs1848,100,0,
1849,12345671849,908340,cs1849,100,0,
1850,12345671850,120745,cs1850,100,0,
1851,12345671851,323009,cs1851,100,0,
1852,12345671852,592630,cs1852,100,0,
1853,12345671853,953625,cs1853,100,0,
1854,12345671854,165289,cs1854,100,0,
1855,12345671855,806845,cs1855,100,0,
1856,12345671856,258868,cs1856,100,0,
1857,12345671857,422684,cs1857,100,0,
1858,12345671858,503993,cs1858,100,0,
1859,12345671859,966646,cs1859,100,0,
1860,12345671860,158755,cs1860,100,0,
1861,12345671861,939580,cs1861,100,0,
1862,12345671862,831809,cs1862,100,0,
1863,12345671863,443948,cs1863,100,0,
1864,12345671864,220401,cs1864,100,0,
1865,12345671865,631593,cs1865,100,0,
1866,12345671866,886977,cs1866,100,0,
1867,12345671867,216239,cs1867,100,0,
1868,12345671868,125829,cs1868,100,0,
1869,12345671869,152774,cs1869,100,0,
1870,12345671870,328724,cs1870,100,0,
1871,12345671871,207295,cs1871,100,0,
1872,12345671872,820869,cs1872,100,0,
1873,12345671873,331366,cs1873,100,0,
1874,12345671874,221751,cs1874,100,0,
1875,12345671875,959287,cs1875,100,0,
1876,12345671876,806054,cs1876,100,0,
1877,12345671877,597691,cs1877,100,0,
1878,12345671878,837690,cs1878,100,0,
1879,12345671879,962362,cs1879,100,0,
1880,12345671880,277871,cs1880,100,0,
1881,12345671881,790904,cs1881,100,0,
1882,12345671882,332241,cs1882,100,0,
1883,12345671883,192456,cs1883,100,0,
1884,12345671884,816927,cs1884,100,0,
1885,12345671885,627106,cs1885,100,0,
1886,12345671886,518740,cs1886,100,0,
1887,12345671887,318680,cs1887,100,0,
1888,12345671888,994000,cs1888,100,0,
1889,12345671889,982932,cs1889,100,0,
1890,12345671890,712402,cs1890,100,0,
1891,12345671891,241951,cs1891,100,0,
1892,12345671892,194332,cs1892,100,0,
1893,12345671893,352524,cs1893,100,0,
1894,12345671894,419156,cs1894,100,0,
1895,12345671895,856533,cs1895,100,0,
1896,12345671896,954061,cs1896,100,0,
1897,12345671897,417700,cs1897,100,0,
1898,12345671898,698382,cs1898,100,0,
1899,12345671899,144552,cs1899,100,0,
1900,12345671900,905703,cs1900,100,0,
1901,12345671901,541226,cs1901,100,0,
1902,12345671902,304557,cs1902,100,0,
1903,12345671903,284977,cs1903,100,0,
1904,12345671904,748308,cs1904,100,0,
1905,12345671905,532780,cs1905,100,0,
1906,12345671906,984994,cs1906,100,0,
1907,12345671907,938685,cs1907,100,0,
1908,12345671908,854347,cs1908,100,0,
1909,12345671909,901651,cs1909,100,0,
1910,12345671910,708074,cs1910,100,0,
1911,12345671911,406898,cs1911,100,0,
1912,12345671912,799996,cs1912,100,0,
1913,12345671913,531909,cs1913,100,0,
1914,12345671914,572184,cs1914,100,0,
1915,12345671915,468653,cs1915,100,0,
1916,12345671916,207289,cs1916,100,0,
1917,12345671917,770893,cs1917,100,0,
1918,12345671918,352790,cs1918,100,0,
1919,12345671919,126735,cs1919,100,0,
1920,12345671920,378086,cs1920,100,0,
1921,12345671921,576467,cs1921,100,0,
1922,12345671922,425673,cs1922,100,0,
1923,12345671923,321792,cs1923,100,0,
1924,12345671924,376981,cs1924,100,0,
1925,12345671925,816760,cs1925,100,0,
1926,12345671926,518840,cs1926,100,0,
1927,12345671927,834233,cs1927,100,0,
1928,12345671928,718909,cs1928,100,0,
1929,12345671929,803719,cs1929,100,0,
1930,12345671930,422124,cs1930,100,0,
1931,12345671931,747236,cs1931,100,0,
1932,12345671932,619964,cs1932,100,0,
1933,12345671933,513607,cs1933,100,0,
1934,12345671934,812968,cs1934,100,0,
1935,12345671935,188895,cs1935,100,0,
1936,12345671936,619159,cs1936,100,0,
1937,12345671937,806124,cs1937,100,0,
1938,12345671938,373135,cs1938,100,0,
1939,12345671939,694260,cs1939,100,0,
1940,12345671940,759860,cs1940,100,0,
1941,12345671941,732279,cs1941,100,0,
1942,12345671942,596992,cs1942,100,0,
1943,12345671943,465336,cs1943,100,0,
1944,12345671944,838143,cs1944,100,0,
1945,12345671945,684589,cs1945,100,0,
1946,12345671946,812104,cs1946,100,0,
1947,12345671947,309788,cs1947,100,0,
1948,12345671948,589600,cs1948,100,0,
1949,12345671949,151505,cs1949,100,0,
1950,12345671950,360943,cs1950,100,0,
1951,12345671951,869530,cs1951,100,0,
1952,12345671952,564967,cs1952,100,0,
1953,12345671953,930397,cs1953,100,0,
1954,12345671954,649379,cs1954,100,0,
1955,12345671955,653119,cs1955,100,0,
1956,12345671956,294340,cs1956,100,0,
1957,12345671957,696829,cs1957,100,0,
1958,12345671958,356409,cs1958,100,0,
1959,12345671959,459034,cs1959,100,0,
1960,12345671960,942080,cs1960,100,0,
1961,12345671961,865685,cs1961,100,0,
1962,12345671962,202683,cs1962,100,0,
1963,12345671963,843913,cs1963,100,0,
1964,12345671964,350093,cs1964,100,0,
1965,12345671965,971337,cs1965,100,0,
1966,12345671966,128290,cs1966,100,0,
1967,12345671967,268036,cs1967,100,0,
